,Unnamed: 0,address,categories,city,country,latitude,longitude,name,postalCode,province,websites
9243,9243,1900 S University Dr,Fast Food Restaurants,Fort Lauderdale,US,26.0976,-80.2509,Chick-fil-A,33324,FL,"http://www.chick-fil-a.com/davienorth,http://www.chick-fil-a.com"
9244,9244,100 N Williamson Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Daytona Beach,US,29.181604999999998,-81.080262,Chick-fil-A,32114,FL,"http://www.chick-fil-a.com/internationalspeedway,http://chick-fil-a.com/internationalspeedway"
9246,9246,4260 W Sylvania Ave,Fast Food Restaurant,Toledo,US,41.6915,-83.6442,Chick-fil-A,43623,OH,http://www.chick-fil-a.com/sylvaniaandtalmadge
9254,9254,217 Collins Rd NE,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Cedar Rapids,US,42.027229999999996,-91.62959000000001,Chick-fil-A,52402,IA,"http://www.chick-fil-a.com/lindale,http://www.chick-fil-a.com,http://chick-fil-a.com/lindale"
9258,9258,983 Meridian Ave,Fast Food Restaurant,San Jose,US,37.308009999999996,-121.91363999999999,KFC,95126,CA,"http://www.kfc.com/,http://kfc.com,http://www.kfc.com"
9260,9260,53 Headquarters Dr,Fast Food Restaurant North San Jose,San Jose,US,37.415753,-121.95351000000001,Chick-fil-A,95134,CA,"http://chick-fil-a.com/firststreet,http://www.chick-fil-a.com/firststreet,http://www.chick-fil-a.com"
9263,9263,19307 Soledad Canyon Rd,Fast Food Restaurant,Canyon Country,US,34.4161,-118.4732,KFC,91351,CA,"http://kfc.com,http://www.kfc.com"
9269,9269,406 E 3rd Ave,Fast Food Restaurant,San Mateo,US,37.56622,-122.32122,KFC,94401,CA,"http://www.kfc.com/,http://www.kfc.com"
9287,9287,7147 Philips Hwy,"Fast Food Restaurant, American Restaurant, and Sandwich Place Southeast Jacksonville",Jacksonville,US,30.1352,-81.5098,Chick-fil-A,32256,FL,"http://www.chick-fil-a.com/butlerpointeplaza,http://chick-fil-a.com/butlerpointeplaza"
9292,9292,5060 Central Ave NE,Fast Food Restaurant,Minneapolis,US,45.0601,-93.2478,KFC,55421,MN,http://www.kfc.com
9298,9298,4721 Morse Rd,Fast Food Restaurant,Columbus,US,40.0553,-82.8659,KFC,43230,OH,"http://kfc.com,http://www.kfc.com"
9302,9302,1300 Cameron Ave,Fast Food Restaurant,Lewis Center,US,40.15423627,-83.00067902,KFC,43035,OH,"http://kfc.com,http://www.kfc.com"
9310,9310,6501 NW Barry Rd,Fast Food Restaurants,Kansas City,US,39.2463,-94.65394,Chick-fil-A,64154,MO,"http://www.chick-fil-a.com/barry%20road,http://www.chick-fil-a.com"
9318,9318,4828 W Broad St,Fast Food Restaurants,Columbus,US,39.95265,-83.12984,KFC,43228,OH,http://www.kfc.com
9326,9326,7276 103rd St,Fast Food Restaurant,Jacksonville,US,30.2479,-81.7664,KFC,32210,FL,http://www.kfc.com
9330,9330,6081 Gender Rd,Fast Food Restaurant,Canal Winchester,US,39.85613,-82.82829,KFC,43110,OH,http://www.kfc.com
9346,9346,4000 Central Florida Blvd,Fast Food Restaurant,Orlando,US,28.410214,-81.42483,Chick-fil-A,32816,FL,http://www.chick-fil-a.com/centralflorida
9349,9349,24901 Santa Clara St,Fried Chicken Joint and Fast Food Restaurant,Hayward,US,37.648926,-122.09113,Popeyes,94544,CA,http://www.popeyes.com
9353,9353,8770 Maple St,Fast Food Restaurant,Omaha,US,41.2855,-96.0488,KFC,68134,NE,http://www.kfc.com
9364,9364,6009 Bullard Ave,Fried Chicken Joint and Fast Food Restaurant,New Orleans,US,30.0447,-89.9592,KFC,70128,LA,http://www.kfc.com
9365,9365,1243 Saint Charles Ave,Fast Food Restaurant,New Orleans,US,29.94076055,-90.07458687,Popeyes,70130,LA,http://www.popeyes.com
9368,9368,1804 S Miami Blvd,Fast Food Restaurant,Durham,US,35.9455,-78.8385,KFC,27703,NC,"http://kfc.com,http://www.kfc.com"
9371,9371,13200 SW 8th St,Fast Food Restaurant,Miami,US,25.760482999999997,-80.41009,KFC,33184,FL,http://www.kfc.com
9372,9372,1570 W Mitchell St,"Fried Chicken Joint, Food, and Fast Food Restaurant Historic Mitchell Street",Milwaukee,US,43.0126,-87.9327,KFC,53204,WI,"http://kfc.com,http://www.kfc.com"
9375,9375,14790 SW 56th St,Fast Food Restaurant,Miami,US,25.713506,-80.432047,KFC,33185,FL,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJo0jZb2sbOkCrzca6FjcpZYPe6zG_8BNzR1tkhfoGu-2FmyIo9f3J5vYtux89V1BetqvNs8H2FfMYDEE-WLDlSv0pK7ykc6k3OwbYiPykaZIz6YOpWtS5OfDnohTJOUYOFwfQeHYspakf-g9QKnkBTFPFk5cyMQZNd_rkK1BAWuHm6CVBY5FEqVM5jL5lx29aQI5oiQKL-HQlHqTMaHDqCPHH_ICKxnkbzhw_1-tW4sA4dAolRIZBNkhUqybxMg2OckPDYwSAc_t8AgJs5DQpYkf_OPiV3fsZlXaYK-Lu_3fY9nfHxmRIakzkavkat9GWEBpEu3z61h3VwFTrIXsQAA&placement=listing_profile&cs_user=unknown&cs_session=654de11df423dc0f2699fd1d2196c9ce088698dc,http://www.kfc.com"
9391,9391,11104 E 21st St,Fast Food Restaurant,Tulsa,US,36.1331,-95.8528,KFC,74129,OK,"http://kfc.com,http://www.kfc.com"
9396,9396,415 Gallatin Pike N,Fast Food Restaurant,Madison,US,36.2666,-86.7113,KFC,37115,TN,http://www.kfc.com
9497,9497,666 Bushwick Ave,Fast Food,Brooklyn,US,40.697245,-73.93215500000001,KFC,11221,NY,http://www.kfc.com/
9537,9537,17239 Brookhurst St,Fast Food Restaurant,Fountain Valley,US,33.7128,-117.955,KFC,92708,CA,http://www.kfc.com
9562,9562,1830 W Laskey Rd,Fast Food Restaurant,Toledo,US,41.7072,-83.5888,KFC,43613,OH,"http://www.kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ58mbWYIdhS5UmH09lEQEMBbN0J7OFFZxPJt1BU7Jk2FJrX9EA6jJhlLKe-vH8doyxhBAP6VmTfi1wOs-kQiuz6a0U9FFD0K5IRkIKHJItXOHR96nG11k03lUFSYq2Kw5AZMbtLEXDZNk5WVw_HTQi6LHZzrH5zOtdblutg0nNJ8zi0YE0Luh85dnuA1k0JeZXMQWt2qIxZmk3bpgBYeb5Mw-t5kBwgUs1jyT9CLrlC-lgoi8rk42-q9mkZO8eLo98_caFJkFGSZ-XHpyYyH7FSQR3Zebq-lZs70k-D3-jCkBXDwIwdr1S7GsitHxDrVLkwpqbK8UQk7hpmUoqv5Kag&placement=listing_profile&cs_user=unknown&cs_session=944f8aa83f0318ea422983e925388a574606a8df"
9566,9566,3605 E Thousand Oaks Blvd,Fast Food Restaurant,Thousand Oaks,US,34.165253,-118.83091999999999,KFC,91362,CA,"http://kfc.com,http://www.kfc.com"
9569,9569,705 W Baseline Rd,Fast Food,Tempe,US,33.377777,-111.94993600000001,KFC,85283,AZ,"http://www.kfc.com/,http://kfc.com,http://www.kfc.com"
9573,9573,625 E Carmel Dr,Fast Food Restaurants,Carmel,US,39.962036,-86.11618,Popeyes,46032,IN,http://www.popeyes.com
9577,9577,3423 Ulmerton Rd,Fast Food Restaurant,Clearwater,US,27.893936,-82.680965,Chick-fil-A,33762,FL,"http://www.chick-fil-a.com/feathersound,http://chick-fil-a.com/feathersound"
9578,9578,12031 N Tatum Blvd,Fast Food Restaurants,Phoenix,US,33.59666,-111.98095,Chick-fil-A,85028,AZ,http://www.chick-fil-a.com/paradisevalley
9621,9621,124 Loop 59,Fast Food Restaurants,Atlanta,US,33.11533,-94.18138,Chicken Express,75551,TX,http://www.chickene.com
9626,9626,6803 Us Highway 61,Fast Food Restaurants,Saint Francisville,US,30.78528,-91.36718,Krispy Krunchy Chicken,70775,LA,http://www.krispykrunchy.com
9627,9627,Highway 23,Fast Food Restaurants,Port Sulphur,US,29.515190000000004,-89.72628,Krispy Krunchy Chicken,70083,LA,http://www.krispykrunchy.com
9636,9636,Highway 20,Fast Food Restaurants,Vacherie,US,29.968940000000003,-90.71596,Krispy Krunchy Chicken,70090,LA,http://www.krispykrunchy.com
9637,9637,612 N Canal Blvd,Fast Food Restaurants,Thibodaux,US,29.81164,-90.81551,Wingstop,70301,LA,http://www.wingstop.com
9638,9638,1562 Grand Caillou Rd,Fast Food Restaurants,Houma,US,29.57116,-90.68353,Krispy Krunchy Chicken,70363,LA,http://www.krispykrunchy.com
9641,9641,1005 Greenwood St,Fast Food Restaurants,Morgan City,US,29.70106,-91.2003,KFC,70380,LA,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJQ23QFruE7Dn4Ath_TzjjpGP1JRNA4h73p7txl-OFjdKX83wk72ylhimBqNn5G1qhh3tJsIrs3Y1RqEaZLyVB7YdazzZXse6YcjiMQwP-jS-TEe-HDwdX6B1TjgafhoiY2AfqBSyf0a4qfZ5B-C3wjMGOwAWVfyIHzHGRROSZ6tiY5Q8j_HSSNfqOjH-pRJvXWXsQLeePBiYwgxPpUettLOR1pfyLMpTpeIHfB_RWTtWcOxyuziFjU6UALKrfJeoah-C-h8UV5SQd4YKLR_y-uhq3A016zCDRPtI1K0_ab21HpQViflnMWUKAiiSTmf8pw4ACbfpL9uhIN3R56QR2BA&placement=listing_profile&cs_user=unknown&cs_session=0a2204aa1534d5d44d507cb3d5d1393587621242,http://www.kfc.com"
9683,9683,7425 Highway 6,Fast Food Restaurants,Hitchcock,US,29.3461,-95.01106999999999,Krispy Krunchy Chicken,77563,TX,http://www.krispykrunchy.com
9705,9705,5389 Us Highway 59 N,Fast Food Restaurants,Lufkin,US,31.26632,-94.74271,Krispy Krunchy Chicken,75901,TX,"http://www.krispykrunchy.com,http://www.krispykrunchy.com/?utm_source=yext&utm_medium=listing&utm_campaign=1700"
9720,9720,212 E Loop 281,Fast Food Restaurants,Longview,US,32.541990000000006,-94.7425,Raising Cane's,75605,TX,http://raisingcanes.com
9722,9722,902 W Central Texas Expy Ste E,Fast Food Restaurants,Killeen,US,31.106270000000002,-97.74743000000001,Wingstop,76541,TX,http://www.wingstop.com
9751,9751,3101 Pga Blvd,Fast Food Restaurant,Palm Beach Gardens,US,26.845036999999998,-80.08300899999999,Chick-fil-A,33410,FL,http://www.chick-fil-a.com/thegardens
9752,9752,7415 S Orange Blossom Trl,Fast Food Restaurant,Orlando,US,28.457946999999997,-81.398656,Chick-fil-A,32809,FL,http://chick-fil-a.com/
9753,9753,10 W Indian River Blvd,Fast Food Restaurants,Edgewater,US,28.97232,-80.89609200000001,Chick-fil-A,32141,FL,http://www.chick-fil-a.com
9754,9754,5020 Bayou Blvd,Fast Food Restaurant,Pensacola,US,30.472488000000002,-87.210132,Chick-fil-A,32503,FL,"http://www.chick-fil-a.com/bayouboulevard,http://chick-fil-a.com/,http://chick-fil-a.com/bayouboulevard"
9755,9755,3050 E Semoran Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Apopka,US,28.67036,-81.45336999999999,Chick-fil-A,32703,FL,http://www.chick-fil-a.com/huntclub
9756,9756,1757 E Nine Mile Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place North Central Pensacola",Pensacola,US,30.532172999999997,-87.224751,Chick-fil-A,32514,FL,"http://www.chick-fil-a.com/ninemileroad,http://www.chick-fil-a.com/,http://www.chick-fil-a.com,http://chick-fil-a.com/ninemileroad"
9757,9757,7333 W Sand Lake Rd,Fast Food Restaurants,Orlando,US,28.450074,-81.479244,Chick-fil-A,32819,FL,"http://www.chick-fil-a.com/sandlakeroad,http://chick-fil-a.com/,http://chick-fil-a.com/sandlakeroad"
9758,9758,4752 S Kirkman Rd,Fast Food Restaurants,Orlando,US,28.492914000000003,-81.459085,Chick-fil-A,32811,FL,"http://www.chick-fil-a.com/kirkmanandconroyroad,http://chick-fil-a.com/,https://www.chick-fil-a.com/Locations/FL/Kirkman-and-Conroy-Road,http://chick-fil-a.com/kirkmanandconroyroad"
9759,9759,3558 SW College Rd,Fast Food Restaurants,Ocala,US,29.155203000000004,-82.180031,Chick-fil-A,34474,FL,http://www.chick-fil-a.com
9760,9760,9398 Atlantic Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Jacksonville,US,30.318067,-81.555262,Chick-fil-A,32225,FL,"http://www.chick-fil-a.com/regencypark,http://chick-fil-a.com/regencypark"
9761,9761,6050 W Irlo Bronson Memorial Hwy,Fast Food Restaurant,Kissimmee,US,28.332715000000004,-81.52441400000001,Chick-fil-A,34747,FL,http://www.chick-fil-a.com/celebration
9762,9762,9501 Arlington Expy,Fast Food Restaurants,Jacksonville,US,30.321690000000004,-81.5501,Chick-fil-A,32225,FL,http://www.chick-fil-a.com
9763,9763,7891 W Irlo Bronson Memorial Hwy,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Kissimmee,US,28.345198999999997,-81.601894,Chick-fil-A,34747,FL,"http://www.chick-fil-a.com/osceolawesthwy192,http://chickfila.com/,http://chick-fil-a.com/osceolawesthwy192"
9764,9764,4461 Southside Blvd,Fast Food Restaurants,Jacksonville,US,30.26395,-81.556777,Chick-fil-A,32216,FL,"http://www.chick-fil-a.com/deerwoodpark,http://chick-fil-a.com/deerwoodpark"
9766,9766,15801 N Dale Mabry Hwy,Fast Food Restaurant,Tampa,US,28.095845,-82.501425,Chick-fil-A,33618,FL,"http://www.chick-fil-a.com/northdalemabry,http://chick-fil-a.com/northdalemabry"
9767,9767,10300 Southside Blvd,Fast Food Restaurants,Jacksonville,US,30.185734000000004,-81.551825,Chick-fil-A,32256,FL,http://www.chick-fil-a.com/avenues
9768,9768,13610 S Tamiami Trl,Fast Food Restaurant,Fort Myers,US,26.544798999999998,-81.87219499999999,Chick-fil-A,33912,FL,http://www.chick-fil-a.com/cypresslake
9769,9769,6000 Glades Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Boca Raton,US,26.368595000000003,-80.137186,Chick-fil-A,33431,FL,http://www.chick-fil-a.com/towncenteratbocaraton
9795,9795,1200 SW Green Oaks Blvd,Fast Food Restaurant,Arlington,US,32.6592,-97.1333,Popeyes,76017,TX,"http://popeyes.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJI6-Qs9LRMMvxAT9_wX8PUNdYFhohzMygDiNHVgcnXtNqwOekqV0z02WHZTo04wNyjF4VmwxXLPHtg7fiHYtr6fO_S-87biywdDIQxiCQxFHDDVsvN4GYPDGm_-2WdfhpCR5w-4NpUkYVGJBXLM9TzclWHKX5VkWCbuSyP4WSXlfQmx8cq_1ca7ICu9PyXjqDG1CK1ROdlfZrlMG9Qs_FcYFQAJ_RmZwq0zwjWPeUE9oLdxJYic77Ygn8Qpma-YWW9NMIBFW3tVLa0NSLQ15ra-maBdDLkasPqpmdefTKplKB519sDmFpJ-nPqYKSvEA5E78yWAv4NmFv64uwaqNVa5reOMOY2dAL&placement=listing_profile&cs_user=unknown&cs_session=0a2b126129221f0a203cb5d6a9fc020a9d89af40"
9803,9803,5711 Columbia Pike,Fast Food Restaurants,Falls Church,US,38.8512,-77.1272,KFC,22041,VA,"http://www.kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4sFFlpn54wro9QpqtnYtSzSwZrU3MvTWUEKhRqKsM5qe5IN99TQgIbEOMTMnlSn5UcbwOmYYn0HsCDMld2Lj1W4Aq_lFMtwemSkAdoVX88SoFHJYwyeffG1CYuJxXjnUb4U39Yoq6WhqVgh40wn813X5Q9rJ7MctHISV0FprV_gkd-NrdUSsbTRqRf2c7zg5QZx5n25jtBCS2BroSYBZ4-ykdMwe-nYT89vMUxXI4Ms1uRP62HnaFa4RaiUbo1B86olvYUv-sF8WdKWswSR6IL3Fqulj3bJy24EguaY6-pKj-Yce0EGiiCLfKdtl_fS-eO76FMxIbsV62tkZbesiO8baTxndtMqBm&placement=listing_profile.c&cs_user=unknown&cs_session=d01e2a0323a8f86c3a620d9a9d51df8d47a087a2"
9808,9808,527 Franklin Mills Cir,Fast Food,Philadelphia,US,40.08174,-74.9616,KFC,19154,PA,"http://www.kfc.com,http://www.kfc.com/,http://kfc.com"
9814,9814,5700 Baltimore Ave,Fast Food Restaurant,Philadelphia,US,39.946,-75.2376,KFC,19143,PA,http://www.kfc.com
9818,9818,6310 Backlick Rd,Fast Food Restaurant,Springfield,US,38.7815,-77.1858,KFC,22150,VA,"http://www.kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJa9jItXEN9sSJ4QKKOJ8dVtSd21O5rexAQ1PGR1bqmTHX7wyYQKfHOKIfWyRklm749LKd1nIu2r3mHU-akuoX2DkE--_hPD6-eNF5YdcWN8MiCURDlt2KxbKo4ABjwO7qk6orXv7KmzFhxVIHu_E9h59Xe20kUWhd3xIkrnLL6U-7u1BCFp_VhWcuOfQ8zupcWwXoSqen2PMJWuI_mrTcLFexGt1V8ejsDlPXUmplcE9GQuMUMWYNc_c74aRlal9BIv-4ihrFWfQGIc18060N_q1JoFp8ahqwnraPOWEW4G9UEUqhV9jqw-MIiovoJ0Csv49k8fKQG_VUWAF-9Dvmmw&placement=listing_profile&cs_user=unknown&cs_session=ca421487fc848f29a00b071b83da091d75018c1b"
9822,9822,990 W Commercial Blvd,Fast Food Restaurant,Fort Lauderdale,US,26.188000000000002,-80.1563,KFC,33309,FL,http://www.kfc.com
9831,9831,8161 La Palma Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Buena Park,US,33.847126,-117.990845,Chick-fil-A,90620,CA,"http://www.chick-fil-a.com/buenapark,http://chick-fil-a.com/buenapark"
9835,9835,1050 S Beach Blvd,Fast Food Restaurant,La Habra,US,33.919129999999996,-117.96767,KFC,90631,CA,"http://www.kfc.com,http://www.awrestaurants.com/"
9842,9842,2444 S 132nd St,Fast Food Restaurant,Omaha,US,41.23600901,-96.12010856,KFC,68144,NE,"http://www.kfc.com,http://kfc.com"
9844,9844,3734 MacArthur Blvd,Fast Food Restaurant,Oakland,US,37.792,-122.1987,KFC,94619,CA,http://www.kfc.com
9846,9846,7601 N 30th St,Fast Food Restaurant,Omaha,US,41.32942106,-95.95815182,KFC,68112,NE,http://www.kfc.com
9866,9866,8669 W 135th St,Fast Food Restaurants,Overland Park,US,38.88357,-94.68602,KFC,66223,KS,http://www.kfc.com
9867,9867,3104 Cleveland Ave NW,Fast Food Restaurants,Canton,US,40.8331,-81.3879,KFC,44709,OH,"http://www.kfc.com,http://kfc.com"
9868,9868,420 Howe Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Cuyahoga Falls,US,41.1188,-81.4799,Chick-fil-A,44221,OH,"http://www.chick-fil-a.com/chapelhill,http://chick-fil-a.com/chapelhill"
9881,9881,274 Delaware Ave,Fast Food Restaurant,Albany,US,42.64306475,-73.77592486,KFC,12209,NY,"http://www.kfc.com,http://kfc.com"
9884,9884,5110 Capitol Blvd SE,Fast Food Restaurant,Olympia,US,47.0021,-122.9093,KFC,98501,WA,http://www.kfc.com
9925,9925,109 State St,Fast Food Restaurants,Schenectady,US,42.8154,-73.9471,KFC,12305,NY,"http://www.kfc.com,http://kfc.com"
9928,9928,4117 N Josey Ln,Fast Food Restaurant,Carrollton,US,33.02374752,-96.88556406,KFC,75007,TX,http://www.kfc.com
9932,9932,100 N University Dr,Fast Food Restaurants,Edmond,US,35.655879999999996,-97.47493,Chick-fil-A,73034,OK,"http://www.chick-fil-a.com/centraloklahoma,http://www.chick-fil-a.com,http://chick-fil-a.com/centraloklahoma"
9934,9934,71 N Nellis Blvd,Fast Food Restaurants,Las Vegas,US,36.161204999999995,-115.062675,KFC,89110,NV,"http://www.kfc.com,http://kfc.com"
9935,9935,4924 Boulder Hwy,Fast Food,Las Vegas,US,36.114470000000004,-115.0665,KFC,89121,NV,"http://www.kfc.com,http://www.kfc.com/,http://kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttlBrudHdoBH9-eAdDLnycMCbAKOmGbXnW9HMgDwt_n6BLre9N2O6-EQ_kPMEoMVU5Ny-iGqMFgJCZomBlm-PnlASMtcFbMtcptgerrkpM0Tsx-94QyDVMSBML2iimvNk0R_t9CbzGxoCOdYWgVdw3PHWIU1WceHwBMzjYGIGwEkO8LUyudccfTUl_QRd8vjdzw-YjHhOHU7Pdm7_cmnP-XysA7bSbDKSNGtZurEZN_6fCngEC7I3uRV3cD4_nP2roZS0P9Mlu5KPFogSCcBc_j-5K5tjDRIw0m0T6BguwWg6TuUS1Xsl1nXb2RF_DqHYIyFygrTO3u37szt2hdZ_agTA_hCu6Mkm4&placement=listing_profile.b&cs_user=unknown&cs_session=9ec98c77ed3988c9f683e3a71f6c8e2ea22278fb"
9936,9936,7710 Wise Ave,Fried Chicken Joint and Fast Food Restaurant,Dundalk,US,39.26979,-76.5016,KFC,21222,MD,"http://www.kfc.com,http://www.awrestaurants.com,http://kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1Dtt098E2N25Kf6wJd1VuExC70YGMMQ8F01wNoa5tI5GLM3IuuZMH9aK4Pr8tLPQI7sUXfASzk60QEzPxI5oNiKzUffZ90-_-I0TC8DL23Nx79Oxau1wYvlhCFMwT0WfwJwrXpk8pYYZHC98VhEeX4JIVHRpht4p7bjErhmAqEgsTLfCIfm-pubWh9zAlr_DXl2Gu8lKh0HZRx1LTtRu00van91F5UBA3XNl0L2uUQwkmtDDiaGylgNiu2yWLA36i6OxAqnQjKp8TSL3tlqBlFS6MhQXT4MoM1_Ak82260P_IyECD-kQ_wNmvDsPbsSknVjrkb6tBGADw-yzzMczdnCSind1J2bjYRet&placement=listing_profile.b&cs_user=unknown&cs_session=b64e9e61dc10bca168a5acfc75eeea9e45d23596"
9941,9941,7306 McClean Blvd,Fast Food Restaurant,Parkville,US,39.372797,-76.567488,KFC,21234,MD,"http://www.kfc.com,http://kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4ddfrXslr2jVe2bL0HVl3bGOWdlBuiLt2RAr9I56aDuKp3q0KxdTQUce0i26hu56BufFaCTLSbaU4s6BdQQkOdCMUqEFoHLNHbVjxUzGC5Nw7qcA3vNZ0RULdvAjkUvvryMjGdlOkPq0PrbE5DcmOxCnfSusNv8t8aQvTBBm2joJXzbjLVp6c1E3zSZ9krpX5GUhy9m8OV9qGnJbRqygugcRVYJVClPB35g_g9T3i2WmPE9xbBazxuP8Tjjx8EngSCHGI-LHH-xxbGx37KNcuKXfXkgXmF07AomeVBTUaUN2SOn1o0uLHHDunGjXZ9d8A81mHHFL29RzpcgcVgzAcLw&placement=listing_profile.c&cs_user=unknown&cs_session=2a4babed2b5b0c9a2acf3a9a716eff00134fe5d0"
9954,9954,1128 Manhattan Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Harvey,US,29.89727027,-90.06263171,Chick-fil-A,70058,LA,http://www.chick-fil-a.com/harvey
9958,9958,4507 Lake Worth Rd,Fast Food Restaurant,Lake Worth,US,26.61898,-80.11514,KFC,33463,FL,"http://www.kfc.com,http://kfc.com"
9960,9960,442 N Weber Rd,Fast Food Restaurant,Romeoville,US,41.640266,-88.12476,KFC,60446,IL,http://www.kfc.com
9992,9992,351 E Channel Islands Blvd,Fast Food Restaurant,Port Hueneme,US,34.176120000000004,-119.19556999999999,KFC,93041,CA,http://www.kfc.com
